Country,Country_code,Continent,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ecuador,ECU,America,,,,,1098.0,1121.0,1143.0,1165.0,1189.0,1213.0,1237.0,1261.0,1299.0,1337.0,1379.0,1420.0,1462.0,1506.0,1537.0,1567.0,1583.0,1599.0,1615.0,1647.0,1680.0,1696.0,1714.0,1731.0,1749.0,1765.0,1784.0,1836.0,1892.0,1948.0,1969.0,1929.0,1890.0,1890.0,1890.0,1890.0,1908.0,1927.0,1948.0,1967.0,2050.0,2016.0,2056.0,2259.0,2230.0,2182.0,2381.0,2571.0,2844.0,2815.0,2970.0,2925.0,3202.0,3185.0,3352.0,3349.0,3381.0,3437.0,3441.0,3524.0,3649.0,3633.0,3716.0,3698.0,3843.0,4090.0,4074.0,4163.0,4264.0,4366.0,4535.0,4658.0,4801.0,5244.0,5392.0,5514.0,5877.0,6073.0,6314.0,6472.0,6582.0,6664.0,6558.0,6252.0,6336.0,6433.0,6452.0,5893.0,6357.0,6207.0,6221.0,6513.33684307474,6715.474338995894,6770.178561599522,6940.090264709554,6985.15549349466,6993.643845856553,7181.100892942844,7307.1694453508735,6884.79262151431,6908.242975560693,7131.193975132238,7359.707232942879,7468.503537609323,7958.920703386422,8256.7776955984,8521.55980047244,8633.584399572856,9103.871687452474,9081.370487059394,9327.21276477354,9985.0,10398.947800827204,10761.350509926448,11016.16064670058,10878.765277324404,10603.805877018236
Egypt,EGY,Africa,,,,,,,,,,,,,,,,,,1674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.9723756906078,1443.0,1435.0,1425.0,1417.0,1411.0,1443.0,1474.0,1510.0,1545.0,1580.0,1643.0,1712.0,1785.0,1859.0,1934.0,1900.0,1835.0,1827.0,1914.0,1999.0,2045.0,2047.0,2063.0,2099.0,2265.0,2560.0,2817.0,2939.0,3076.0,3298.0,3309.0,3543.0,3701.0,3810.0,3939.0,3921.0,3929.0,4001.0,4030.0,4022.0,4180.132604072728,4338.953753212038,4542.632472525336,4746.588238758654,5001.066691482316,5293.100503977333,5594.597152884716,5884.8017830893,6211.015802157991,6593.531793090701,6914.9367688433,7142.686391865963,7365.802725390693,7661.859858686246,8021.883480428561,8509.614357973966,9130.597908654292,9698.01663832814,10159.002193951934,10719.291292162376,10737.0,10774.529912485224,10871.144909874583,11135.727124261874,11312.847990951546,11458.447735785956
Spain,ESP,Europe,2328.160068676568,2465.8978994256045,2624.471742624925,2632.638671697074,2672.390528137885,2881.452193308822,2736.106361336982,2708.8139901148097,2657.078907099109,2618.873369908425,2770.938309954853,2824.1585309385746,2912.796968932279,2974.25662855563,2819.262892157876,3023.661607604876,2911.0817455801007,3063.309467539644,2958.194601232216,2968.585309946987,3072.8033037933355,3010.177803822913,2975.6110720928564,3020.8366679875267,3239.318491284229,3317.854156186495,3423.2195190780767,3428.846087808965,3513.8266962125763,3720.185918324963,3645.585459349284,3954.177610202562,3901.835047419555,4168.519995391672,3918.263297152237,3781.938558260956,3851.0339446991015,3685.756031072274,3777.838473678262,3802.316367903047,2872.119370012172,2650.1169888764616,2632.551155701665,2881.377769983708,3166.965626655764,3187.304180068861,3389.080844281934,3546.600637798472,3670.8442869089454,3352.929199664521,3468.203208391766,3509.0785095363885,3473.9224482392974,3430.704215209045,3459.440251910796,3785.959339163142,4099.399226578744,4061.817352781037,4322.0123122369005,4436.737873348313,4763.962602957628,4893.488966334898,5168.911087050902,5079.299937825947,5031.566581572437,5581.437566911612,6075.909555034676,6631.572696635345,6938.491843635209,7411.984782945171,7872.849372810183,8207.074373638408,8598.88130808511,9299.070162620286,9502.939890629284,9885.877304701884,10787.692665989698,11629.701737238698,12379.949716151496,12613.324117916534,13044.985993676575,13335.21213888847,13568.676117616167,13678.09341878673,14005.934595454468,13895.314484184271,14046.104162293825,14240.944745992354,14313.326648327433,14696.9656773837,15242.980691686094,16273.085083913356,17275.507552334802,18360.350662690114,19215.0,19958.05964269484,20329.167740836685,20056.5396155114,20673.9544155358,21522.096788725685,22185.06675997645,23113.615070459808,24284.861317461928,25549.53964290926,26994.86012029174,28153.55361296604,28753.322752068387,29371.86492785975,30088.09263524994,30885.602039559926,31907.423509758653,32735.433097933867,32844.326112024,31669.69062082153,31786.404048037,31600.0,30645.215366245026,30327.451849054178,30842.18287635604,32057.098255641897,33002.67434707953
Estonia,EST,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13799.0,,,,,,,15044.0,15478.0,15927.0,16361.0,16660.0,16541.0,16866.0,16898.0,17661.0,18779.0,17247.0,15350.6348703369,13214.387635358004,12207.18423909829,12070.060563027124,12881.278503808462,13547.660907137322,15074.7754666063,15593.0050531936,15335.106288821027,16806.974619718145,17696.610116415002,18589.14947815677,19771.742979817005,20803.75759258693,22518.54124166039,24578.81620039129,26177.871675225328,24429.0222103868,20538.04809037838,20713.425563726647,21997.0,22784.30001021475,23204.110748860647,23982.82757600065,24473.65989948074,25196.153773217105
Ethiopia,ETH,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.0,630.0,636.0,662.0,650.0,673.0,682.0,665.0,674.0,681.0,701.0,722.0,736.0,818.0,840.0,872.0,888.0,907.0,902.0,917.0,948.0,968.0,995.0,1004.0,993.0,972.0,974.0,977.0,952.0,999.0,1033.0,1009.0,980.0,999.0,956.0,880.0,920.0,980.0,969.0,956.0,915.0,810.7901023841508,708.3693502681477,699.227263435479,731.7509294010663,744.1417588870834,782.9941471639609,815.1454566534962,786.2790024837228,761.9032748433058,771.7314860703663,783.8963906541608,793.9148975989551,764.5282753360359,771.4651960833974,829.2431992891461,880.6544436234008,936.3743524245542,989.9803876030172,1043.531853284843,1106.383085139077,1199.0,1291.776901119979,1385.157912455982,1488.9333469822898,1601.2637835740684,1722.3091963076836
Finland,FIN,Europe,2503.0,2589.0,2659.0,2562.0,2659.0,2608.0,2536.0,2687.0,2759.0,2777.0,2860.0,2923.0,2915.0,3003.0,3038.0,3091.0,3223.0,3365.0,3190.0,3000.0,3017.0,2520.0,2184.0,2643.0,2942.0,3003.0,3280.0,3486.0,3545.0,3711.0,3813.0,4076.0,4315.0,4331.0,4250.0,4114.0,4065.0,4307.0,4763.0,4930.0,5227.0,5485.0,5721.0,5432.0,5133.0,5295.0,5303.0,5893.0,5874.0,5499.0,5871.0,5925.0,6307.0,6604.0,6779.0,7286.0,7450.0,7415.0,7973.0,8284.0,8440.0,8751.0,8725.0,9172.0,9931.0,10613.0,10869.0,11148.0,11647.0,12226.0,12471.0,12667.0,12900.0,14151.0,15266.0,15565.0,16654.0,17669.0,18109.0,18237.0,18104.0,18100.0,18425.0,19657.0,20640.0,20935.0,21495.0,21944.0,22486.0,23148.0,23621.0,24519.0,25644.0,27012.0,26884.0,25174.89903403125,24219.760625310748,23943.74494354966,24797.65941273949,25761.624219563422,26637.265654373976,28239.874533728987,29715.34143018029,30986.88831647531,32689.768891566226,33481.67865983225,33986.554080491376,34607.219326032944,35888.61319340034,36787.25740946176,38160.70259066114,39998.52538605329,40129.653338281205,36662.61331080379,37615.11338414859,38432.0,37715.01099099154,37203.14501381203,36907.92240943773,36986.69846443775,37924.15106541303
France,FRA,Europe,4280.0,4207.0,4399.0,4640.0,4584.0,4505.0,4423.0,4513.0,4538.0,4613.0,4691.0,4894.0,4854.0,5048.0,4726.0,5180.0,5601.0,5555.0,5158.0,5177.0,5520.0,4748.0,3819.0,4481.0,5144.0,4901.0,5754.0,5984.0,6661.0,6641.0,6773.0,6621.0,7063.0,7508.0,7224.0,6751.0,6311.0,6757.0,6682.0,6513.0,6765.0,7152.0,7119.0,7640.0,6443.0,5274.0,4752.0,4559.0,3861.0,4101.0,6145.0,6596.0,7002.0,7884.0,8266.0,8705.0,8869.0,9060.0,9428.0,9881.0,10278.0,10779.0,10927.0,11124.0,11792.0,12302.0,12859.0,13330.0,14057.0,14609.0,15213.0,15792.0,16365.0,17352.0,18187.0,18881.0,19549.0,20441.0,20902.0,20653.0,21465.0,22177.0,22698.0,23326.0,23537.0,23655.0,24120.0,24300.0,24519.0,24755.0,25238.0,25756.0,26763.0,27576.0,28129.0,28294.26379228097,28619.804052963773,28336.160318360813,28907.977358135435,29418.864086617075,29736.64477865526,30341.805869105512,31323.077638975665,32284.61162213565,33409.68148293087,33920.097406561574,34152.77445600494,34292.030131448904,35093.824134976705,35495.46472917733,36166.15968100972,36845.68508689428,36761.79206460856,35534.92715160096,36086.726618151486,36691.0,36625.926898328944,36647.2178013021,36818.53947084249,37077.88969561081,37343.840237178665
Gabon,GAB,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958.0,3049.0,3143.0,3237.0,3335.0,3437.0,3539.0,3642.0,3749.0,3857.0,3982.0,4415.0,4497.0,4599.0,4616.0,4626.0,4761.0,4882.0,4927.0,5252.0,5587.0,6027.0,6559.0,6935.0,9083.0,9985.0,12747.0,10849.0,8013.0,8091.0,8402.0,8625.0,8099.0,8281.0,8612.0,8131.0,7818.0,6320.0,6982.0,7422.0,7646.0,8296.57394557838,8194.49945140058,8551.058722616317,9192.562985022798,9833.989038864813,10389.209794751405,11202.838782070135,11758.160121036552,10648.08948927691,10637.7997208308,11104.553042695374,11141.462673616905,11665.83226434033,12022.507183126563,12437.959684036836,12342.77933006674,13455.612483816918,13330.254768915607,13617.896101733826,14926.69964035508,16403.0,16682.30789929275,16964.44609774818,17098.142681877256,17179.999279600695,16995.237847239205
UK,GBR,Europe,7211.0,7229.0,7500.0,7729.0,7594.0,7516.0,7635.0,7482.0,7455.0,7603.0,7782.0,7855.0,7461.0,7557.0,7718.0,7874.0,7954.0,8212.0,8131.0,8639.0,8702.0,8665.0,8630.0,7605.0,7017.0,6792.0,7391.0,7587.0,7844.0,8199.0,7868.0,8472.0,8539.0,8772.0,8673.0,8190.0,8206.0,8411.0,8939.0,9244.0,9620.0,9911.0,9988.0,9982.0,10928.0,11926.0,12176.0,12344.0,11803.0,11247.0,10751.0,10527.0,10753.0,11088.0,11061.0,11354.0,11303.0,11709.0,12145.0,12541.0,12639.0,12779.0,12698.0,13134.0,13780.0,14118.0,14131.0,14583.0,15251.0,15545.0,15757.0,16018.0,16593.0,16820.0,17162.0,17440.0,18002.0,19168.0,18903.0,18884.0,19311.0,19740.0,20448.0,20988.0,20612.0,20319.0,20650.0,21366.0,21869.0,22579.0,23498.0,24536.0,25679.0,26164.0,26189.0,25792.01277910844,25790.184687995672,26349.341965887485,27277.54276102584,27861.21578257752,28472.248239067303,29259.763819527383,30077.38451998016,30932.53623756816,31946.036339441373,32660.441370022447,33271.302547788306,34232.42666000616,34865.78267808615,35623.6255859275,36214.06879467632,36816.677075128326,36264.790557788256,34402.357978781125,34754.472260543975,34971.0,35243.64214254814,35660.55716703867,36521.86116460704,37101.22493847404,37593.90658353903
Georgia,GEO,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9456.0,,,,,,,10519.0,11053.0,11611.0,12234.0,13128.0,13868.0,13839.0,13707.0,14665.0,14161.0,12140.0,9535.050580849726,5286.924817015394,3792.617678132748,3463.476082884932,3610.84075821328,4030.884662956275,4480.8978596311945,4619.90479030964,4763.350556595302,4891.664053707681,5125.127370325453,5406.953326799791,6013.009152625263,6342.708169862432,6849.7890467790885,7398.052642396951,8300.143880428972,8461.91734250787,8062.083786226311,8443.4360888918,8946.0,9497.121233192604,9856.67887601039,10307.60308643207,10629.593978290002,10945.465518138995
Ghana,GHA,Africa,1112.3208556149734,1125.0695187165777,1125.0695187165777,1120.288770053476,1126.6631016042784,1109.1336898395723,1125.069518716578,1209.5294117647063,1255.743315508022,1209.5294117647063,1227.0588235294122,1242.9946524064171,1231.8395721925135,1246.1818181818185,1244.588235294118,1271.679144385027,,,,,,,,,1298.770053475936,1434.2245989304815,1504.3422459893052,1658.9197860962572,1708.320855614974,1708.320855614974,1729.0374331550809,1724.256684491979,1572.8663101604282,1834.213903743316,1743.3796791443854,1904.3315508021392,1752.9411764705883,1713.101604278075,1725.8502673796793,1776.8449197860964,2033.411764705883,1770.4705882352944,1819.8716577540108,1842.1818181818185,,,1603.144385026738,1642.9839572192516,1611.1122994652408,1628.6417112299466,,,1845.36898395722,1827.8395721925133,1788.0,1808.0,1728.0,1916.0,2099.0,1913.0,1970.0,1978.0,1892.0,2106.0,2197.0,2212.0,2257.0,2270.0,2254.0,2220.0,2158.0,2134.0,2101.0,2112.0,2270.0,2377.0,2235.0,2227.0,2319.0,1988.0,1878.0,1882.0,2008.0,1929.0,1844.0,1820.0,1661.0,1487.0,1530.0,1559.0,1575.0,1605.0,1648.0,1685.0,1693.0,1742.627555797661,1771.6003862853463,1791.112655265993,1813.6117444642,1856.5727820195764,1907.9348395859256,1964.912428180968,2017.989552947675,2066.74120191922,2100.293070545185,2143.1062392256526,2192.020266142103,2256.8172967289725,2329.515674312796,2411.287649073024,2503.957697065865,2553.165862398984,2725.7884260838214,2793.8709448780382,2946.039343235952,3283.0,3467.104258740002,3621.6009278249753,3627.8382692928258,3610.645967199496,3640.7790248286738
Guinea,GIN,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,542.0,550.0,563.0,587.0,598.0,610.0,622.0,630.0,655.0,671.0,703.0,741.0,689.0,720.0,756.0,759.0,767.0,776.0,784.0,795.0,822.0,826.0,821.0,848.0,854.0,905.0,858.0,897.0,869.0,872.0,859.0,858.0,850.0,824.0,821.0,819.0,826.0,856.0,869.0,861.0,827.006899123684,833.2267623324658,862.7312853610053,882.4944267995689,906.2643896713406,927.12947969862,976.4966259571524,1010.791902631536,1031.382545338989,1046.567062726806,1090.6519969179155,1148.5446784790645,1146.3352913076974,1159.8250346752704,1186.6047934322464,1188.484575919068,1253.4077187176183,1290.4037004352026,1255.2418552976146,1291.69622840926,1347.0,1397.0,1421.0,1399.0,1364.0,1472.9530188948288
Gambia,GMB,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.0,1015.0,1022.0,1036.0,1068.0,1074.0,1086.0,1097.0,1097.0,1129.0,1167.0,1318.0,1262.0,1232.0,1274.0,1368.0,1545.0,1548.0,1519.0,1629.0,1422.0,1376.0,1334.0,1411.0,1452.0,1497.0,1436.0,1417.0,1446.0,1360.0,1325.0,1521.0,1581.0,1482.0,1462.0,1451.0,1422.0,1406.0,1417.0,1407.0,1400.0,1390.7049751233394,1391.4054544916785,1385.590811150798,1345.0349874728968,1317.242495730154,1336.8473241266922,1308.4866719431436,1324.9244963565134,1385.6317768709796,1440.8619216741895,1495.0918361570011,1473.400674350363,1478.9562284600831,1585.7992199155708,1541.6115978708276,1530.6844003257577,1557.8473660349152,1618.444482445715,1692.6423491144506,1772.7268528838883,1669.0,1725.0,1767.0,1743.0,1786.0,1770.36448958669
Guinea-Bissau,GNB,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,489.0,516.0,547.0,652.0,622.0,703.0,744.0,762.0,765.0,800.0,851.0,899.0,932.0,1027.0,1097.0,1165.0,1232.0,1270.0,1333.0,1395.0,1333.0,1412.0,1411.0,1458.0,1479.0,1443.0,1317.0,1465.0,1468.0,1207.0,1173.0,1195.0,1129.0,1162.0,1184.0,1146.0,1183.0,1235.0,1259.0,1270.0,1282.7287925732994,1287.276478237637,1280.3420316640393,1284.9269702677093,1310.1873248410675,1337.4675813593324,1388.1026857943027,1130.8126857095724,1256.082491687944,1230.6406294399242,1233.0719850069206,1196.2325065611392,1181.94349571599,1194.6707917770177,1226.5608858641476,1233.8132378735418,1252.573945375853,1270.7227556518212,1292.0292935725613,1329.3724093189558,1413.0,1361.0,1378.0,1355.0,1393.0,1443.4240208380827
Equatorial Guinea,GNQ,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,827.0,845.0,867.0,901.0,915.0,940.0,958.0,974.0,1015.0,1101.0,1191.0,1310.0,1486.0,1690.0,1898.0,1953.0,2058.0,2102.0,2015.0,1934.0,1989.0,2007.0,2204.0,2466.0,3080.0,3453.0,3668.0,3451.0,2882.0,2613.0,2603.0,2533.0,2534.0,2437.0,2662.0,2534.0,2579.0,2577.0,2479.0,2474.0,2427.8802495120503,2690.63309412509,2880.2040081888463,3081.152504204578,3364.6325804428425,4426.337826101144,8445.644996727055,9712.22621077315,11690.135158536285,12914.851292130696,21167.74135396339,24845.04222607092,27571.159043602554,33419.88579447368,35569.70762362731,36615.70570371756,41277.75565366894,47562.31952890182,47161.28473806681,42037.89740360488,43841.0,46255.0,43209.0,41907.0,37822.0,33206.63589743496
Greece,GRC,Europe,2359.0,2004.0,2165.0,2209.0,1972.0,1890.0,2423.0,2367.0,2498.0,2560.0,2530.0,2565.0,2550.0,2601.0,2592.0,3231.0,3135.0,1876.0,2394.0,1822.0,1549.0,1352.0,2279.0,2031.0,2284.0,3057.0,3129.0,3169.0,3279.0,3411.0,3475.0,3539.0,3561.0,3733.0,3599.0,3402.0,3649.0,3818.0,3854.0,3953.0,3913.0,4414.0,4267.0,4205.0,3543.0,2987.0,2517.0,2115.0,1779.0,1495.0,2209.0,2810.0,2866.0,2979.0,3052.0,3287.0,3272.0,3681.0,3759.0,4007.0,4313.0,4557.0,4723.0,4846.0,5015.0,5408.0,5577.0,6122.0,6601.0,7187.0,7570.0,7892.0,8394.0,9191.0,9900.0,10559.0,11795.0,12202.0,11716.0,12309.0,12919.0,13158.0,13860.0,14193.0,14300.0,14180.0,14153.0,14132.0,14453.0,14850.0,15047.0,14944.0,15596.0,16117.0,15964.0,16409.689413848526,16545.963766056062,16331.314704388997,16724.28805618853,17148.197198638813,17719.55738038829,18588.2954879532,19378.709926951826,20076.55937508244,20965.331806698097,21913.79768092266,22893.95911786512,24380.066327361783,25780.38509307844,26091.524171943,27731.11092336901,28822.915641555985,28907.92502567267,27839.897516969475,26517.46507965097,24349.0,22746.20629506483,22335.270364176395,22591.59690936952,22696.20229940344,22679.809820485447
Guatemala,GTM,America,,,,,,,,,,,,,,,,,,,,,,,,,2028.0,2203.0,2058.0,2240.0,2397.0,2327.0,2327.0,2453.0,2482.0,2742.0,2831.0,2582.0,2200.0,2165.0,2410.0,2729.0,3674.0,3516.0,3545.0,3916.0,4371.0,4503.0,4463.0,2925.0,2775.0,2761.0,3191.0,3148.0,3169.0,3365.0,3323.0,3263.0,3226.0,3239.0,3194.0,3170.0,3347.0,3424.0,3470.0,3524.0,3496.0,3532.0,3543.0,3762.0,3814.0,3900.0,4033.0,4114.0,4385.0,4497.0,4653.0,4801.0,5037.0,5255.0,5461.0,5439.0,5705.0,6005.0,6156.0,6298.0,6384.0,6256.0,5903.0,5585.0,5469.0,5292.0,5136.0,5098.0,5086.0,5144.0,5165.0,5166.549866012667,5303.598547425432,5382.978712103502,5414.541153569243,5501.042226782372,5511.904705680813,5601.207505205031,5730.645753626605,5824.883284869329,5860.271852571701,5882.7197059354185,5980.242007724151,6004.144673120455,6070.1942309616525,6130.482337567918,6305.818591459861,6545.752353261084,6604.682423043075,6488.646238166217,6526.457569591022,6650.0,6718.332239117085,6813.411605682604,6978.10584290415,7126.992528560714,7186.659993070903
"China, Hong Kong SAR",,,,,,,,,,,,,,,,,,,,2354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082.0,3688.0,3846.0,3982.0,4124.0,4280.0,4450.0,4626.0,4799.0,4957.0,5088.0,5169.0,5780.0,6381.0,6664.0,7414.0,7412.0,7474.0,7696.0,8534.0,9250.0,9787.0,10632.0,11717.0,11719.0,11456.0,12929.0,13986.0,14689.0,15903.0,17086.0,18301.0,18527.0,19349.0,21042.0,20883.0,22823.0,25414.0,27063.0,27377.0,27960.0,29008.69888272773,30202.539384048287,31242.198945436776,32219.357339097583,31941.908676268977,32261.80367248706,33385.8193558232,30866.42845238891,31134.166298431835,32894.01076870469,32734.20046694005,33038.150049321375,33594.31626064747,36052.99121829005,38191.8984279571,40172.8543686446,42230.88634988074,42635.48025605869,41076.234343140764,43170.55153428085,44532.0,44795.11029492749,45997.88881359396,46941.58447711424,47653.696401574525,48385.1150246024
Honduras,HND,America,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,1924.0,2012.0,1924.0,1753.0,2042.0,1991.0,2161.0,2377.0,2303.0,2402.0,2402.0,2109.0,1940.0,1860.0,1744.0,1741.0,1632.0,1698.0,1714.0,1782.0,1747.0,1557.0,1548.0,1545.0,1873.0,1969.0,2048.0,2045.0,2013.0,2018.0,2066.0,2083.0,2184.0,1997.0,1986.0,2080.0,2107.0,2106.0,2090.0,2147.0,2130.0,2174.0,2177.0,2209.0,2314.0,2364.0,2410.0,2463.0,2396.0,2391.0,2404.0,2448.0,2544.0,2797.0,2764.0,2954.0,3153.0,3346.0,3382.0,3282.0,3231.0,3076.0,2947.0,2968.0,2982.0,2898.0,2970.0,3009.0,3045.0,2960.0,2993.1240094653144,3094.547750180062,3216.880474563878,3105.972043854534,3163.826279834214,3210.2702916527714,3303.2674734599764,3332.9067162957103,3215.1847327603577,3335.7153697540925,3365.232992745498,3431.251226302898,3527.121790685213,3686.666861186227,3851.055431267789,4045.2976250507822,4237.30196547177,4358.762942315819,4200.160537818666,4305.892041781792,4421.0,4518.0,4561.0,4620.0,4706.0,4803.28043081604
Croatia,HRV,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738.0,2952.0,3193.0,3749.0,3564.0,4203.0,4285.0,4640.0,5067.0,5404.0,5509.0,6059.0,6591.0,6741.0,7184.0,7382.0,7667.0,8209.0,8751.0,9414.0,9631.0,9969.0,10786.0,11053.0,11469.0,12385.0,13265.0,13994.0,14193.0,14182.0,14123.0,13841.0,14104.0,14067.0,14416.0,14362.0,14207.0,13959.0,12948.0,10296.1907490574,9331.89265228301,8739.540239430573,9352.583982835997,10180.251534007484,11030.079309403567,11997.593091916227,12476.046525867669,12579.876775136643,13244.540749737042,13817.680764867187,14683.83770312071,15740.498559112391,16628.57444367401,17581.358351181756,18707.490861564835,19984.03743119629,20717.315738830694,19501.588594766195,19511.3503059546,19813.0,19413.89243625173,19402.93802437381,19403.59466246813,20025.75346468756,20915.22731890756
Haiti,HTI,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0,1776.0,1785.0,1784.0,1782.0,1790.0,1788.0,1860.0,1771.0,1884.0,1776.0,1897.0,1752.0,1855.0,1734.0,1809.0,1702.0,1828.0,1675.0,1604.0,1588.0,1546.0,1482.0,1510.0,1527.0,1567.0,1651.0,1635.0,1678.0,1742.0,1726.0,1835.0,1808.0,1859.0,1959.0,2063.0,1964.0,1855.0,1835.0,1803.0,1776.0,1729.0,1682.0,1701.0,1619.0,1602.0,1628.7187828396118,1535.970673148007,1443.1808409183943,1262.337056938873,1378.5416903588186,1426.4125543445498,1456.233862680955,1480.5769214979248,1513.3318271761614,1520.7292353637615,1501.1024655367005,1494.183677303327,1495.8921279730891,1439.2076587890158,1461.800049352979,1493.0381883452285,1541.7674392197964,1555.4931929743498,1604.112720904786,1556.550433341304,1648.0,1674.0,1722.0,1749.0,1742.0,1748.726927372147
Hungary,HUN,Europe,,,,,2681.0,,,,,,,,,,3188.0,,,3344.0,,,,,,,2724.0,,,,3048.0,3633.0,3446.0,3566.0,3849.0,3947.0,3832.0,3615.0,3494.0,3784.0,3778.0,3939.0,4173.0,4053.0,4232.0,4524.0,4186.0,4186.0,4372.0,,,,2743.0,2828.0,3507.0,3752.0,3953.0,4296.0,4403.0,4441.0,4543.0,4894.0,4632.0,5051.0,5367.0,5553.0,5816.0,6083.0,6315.0,6644.0,6994.0,7029.0,7406.0,7801.0,7865.0,8069.0,8015.0,8349.0,8505.0,8920.0,9111.0,9253.0,9231.0,9765.0,9967.0,9964.0,10052.0,10123.0,10493.0,10401.0,10696.0,10452.0,10678.0,10861.0,11207.0,11003.0,10296.0,9255.90961746882,9153.920824393475,9294.46401363138,9772.223487554456,10134.833886895496,10359.18141128738,10942.325887995115,11663.028515253676,12316.723995874505,13129.273107833118,13933.561262454808,14899.306265101266,15829.899936480217,16999.005514218454,18140.61741786459,19253.063137393667,19763.790665712164,20380.63176389756,19461.07032824292,20036.334653663314,20886.0,20731.670063284007,21163.564092773035,22118.75004819955,22993.37507631797,23568.925742708747
Indonesia,IDN,Asia,1092.0,1092.0,1084.0,1127.0,1151.0,1121.0,1087.0,1135.0,1138.0,1140.0,1157.0,1175.0,1160.0,1205.0,1264.0,1309.0,1315.0,1361.0,1345.0,1349.0,1344.0,1333.0,1358.0,1468.0,1409.0,1395.0,1417.0,1428.0,1486.0,1497.0,1565.0,1645.0,1685.0,1702.0,1704.0,1568.0,1481.0,1470.0,1465.0,1478.0,1543.0,1694.0,1655.0,1639.0,1766.0,1808.0,,,,,,,,1159.0,1280.0,1356.0,1401.0,1451.0,1517.0,1537.0,1533.0,1613.0,1530.0,1570.0,1613.0,1690.0,1653.0,1557.0,1583.0,1567.0,1535.0,1470.0,1580.0,1739.0,1882.0,1946.0,2117.0,2375.0,2439.0,2386.0,2536.0,2670.0,2727.0,2810.0,2981.0,3119.0,2941.0,2994.0,3134.0,3143.0,3269.0,3370.0,3500.0,3747.0,4007.0,4310.777914335127,4536.40989932572,4837.131347219098,5140.024967063988,5494.9037123421485,5851.295543955146,6055.848459302033,5203.579443214507,5186.713407904092,5384.386660454885,5526.147336168685,5720.28186272957,5938.877796230632,6180.909971145314,6482.012083892932,6782.62453186025,7157.313201750369,7633.165795995926,7935.844291513395,8386.43318624644,8849.0,9272.009119772563,9676.147241246144,10050.716853723688,10432.30479116771,10849.669581175413
