Country,Country_code,Continent,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Barbados,BRB,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390.0,3513.0,3655.0,3803.0,3947.0,4133.0,4390.0,4646.0,4855.0,5053.0,5316.0,5683.0,5923.0,6033.0,6355.0,6468.0,6873.0,7492.0,8429.0,9247.0,10197.0,10514.0,10567.0,10635.0,10080.0,9825.0,10222.0,10541.0,11014.0,11837.0,12318.0,12065.0,11424.0,11419.0,11772.0,11848.0,12404.0,12683.0,13087.0,13498.0,12994.0,12298.506043316776,11427.266535386669,11343.597356449796,11405.559831534869,11473.859014208198,11760.82543058844,12124.508840340635,12384.761673771563,12237.948549252023,12600.02258991168,12112.181084984171,12025.47326597556,12094.819238859292,12078.73544492736,12379.450180872049,12889.87670111237,12917.438978136508,12786.107370240148,12094.323952832176,11954.32197476552,11870.0,11860.0,11809.0,11780.0,11849.0,12124.693618121464
Botswana,BWA,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,497.0,504.0,513.0,521.0,529.0,537.0,544.0,550.0,559.0,564.0,575.0,582.0,591.0,604.0,612.0,663.0,719.0,781.0,843.0,907.0,1113.0,1361.0,1589.0,1656.0,1712.0,1801.0,1889.0,2005.0,2184.0,2348.0,2528.0,2640.0,2848.0,3124.0,3301.0,3432.0,3601.0,3920.0,5066.0,5267.0,5616.011230180464,5733.630021255006,5787.114500569631,5946.427132097851,6318.476423748566,6647.767552670595,7152.147433659421,7185.2722538997405,7876.1385178022865,8044.14204336772,8082.823833508784,8604.067001306265,9042.519733428748,9329.509213978536,9798.087064279383,10665.679526507864,11602.0682465784,12385.149725257235,11494.756543029303,12544.727363329708,13376.0,13134.406319556276,14355.759692061336,14929.677419847656,13980.03637033042,14752.188606549676
Central African Republic,CAF,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,1339.0,1369.0,1400.0,1431.0,1462.0,1492.0,1522.0,1553.0,1581.0,1567.0,1597.0,1525.0,1492.0,1486.0,1466.0,1427.0,1452.0,1435.0,1476.0,1508.0,1427.0,1368.0,1403.0,1333.0,1323.0,1345.0,1417.0,1398.0,1326.0,1234.0,1219.0,1208.0,1105.0,1146.0,1148.0,1162.0,1079.0,1073.0,1070.0,1023.0,1006.99580160323,965.1933763497116,933.0601746632378,952.0174177414632,978.5566147479784,885.8864005963782,917.47997639614,936.2382621382116,967.8432036294956,963.9461805550576,952.5118090677156,928.7716385131732,845.5055450884124,853.1820215903408,858.5237000174835,881.4851651169623,897.4783070138916,901.8513453751752,898.7004801806556,910.3103788607568,909.0,916.0,567.0,561.0,576.0,592.9234516186858
Canada,CAN,America,3647.0,4004.0,4117.0,4457.0,4640.0,4937.0,5310.0,5314.0,5228.0,5678.0,6130.0,6177.0,5694.0,6137.0,6481.0,6715.0,6977.0,7088.0,6416.0,6747.0,7406.0,7653.0,7079.0,6406.0,6154.0,5351.0,6046.0,6338.0,6339.0,6918.0,7168.0,7726.0,8244.0,8074.0,7669.0,6382.0,5852.0,5372.0,5883.0,6298.0,6574.0,7130.0,7246.0,7600.0,8557.0,9645.0,11210.0,11577.0,11864.0,11370.0,11048.0,11298.0,11261.0,11260.0,11622.0,12007.0,12486.0,12726.0,12272.0,13072.0,13791.0,13719.0,13603.0,13829.0,13952.0,14080.0,14787.0,15248.0,15938.0,16694.0,17448.0,17658.0,18297.0,18988.0,19207.0,20024.0,20837.0,22058.0,22643.0,22819.0,23754.0,24265.0,24994.0,25775.0,25784.0,26256.0,25151.0,25625.0,26836.0,28025.0,28472.0,29246.0,30275.0,30458.0,30082.0,29151.69684885993,29141.192329285823,29657.57435681402,30745.822846121897,31330.720086352954,31594.24180943492,32709.691602793333,33785.74631608327,35345.720956298894,36942.562294285686,37307.205933239486,38123.98642394115,38559.97590268697,39491.57003054623,40485.01924036267,41247.14929668085,41806.865205809154,41896.42558694811,40312.62165106287,41209.4261814782,42197.0,42476.34505066868,43008.83001074117,43800.63917397715,43761.52709036398,43702.07959843087
Switzerland,CHE,Europe,5967.24507057932,6241.890664724124,6427.50876279354,6337.318533861011,6611.778213563051,6398.891868629991,6616.154464283,6472.239981274608,6879.574926212556,7184.5796975677,7584.056902526435,7464.979445899927,7507.709599983772,7858.358867082566,8048.35153312609,8043.941460013532,8311.780275452325,8172.060131768823,7595.285530944595,7459.258899168409,8079.419225937476,7840.903907196065,7115.6075709051765,6747.267977452464,7363.959641238495,5999.141443160142,7181.953528886348,7670.237689497306,8195.520649295451,8385.286775626297,8656.331068905149,9259.936202805811,9658.813872498731,9920.037542504471,9969.3240645101,10055.485199638466,9752.44296534974,10009.108560588988,9997.376449888176,9478.807756093767,9301.84625825247,10039.29223203191,9608.570019620283,9836.151914550332,9802.373068779836,9217.348904519722,8739.766968616024,8642.972858059617,8890.738811478614,8839.315263239394,10866.098130432983,11020.950563167373,11189.34307252983,10943.544032792885,11541.037550542753,11877.893294029956,12016.308232061032,12470.98566942931,13171.40628035019,13999.487842601233,14507.060180045455,14667.65042040796,14644.458256808755,15469.591476742162,16358.359404684225,17307.56274695578,17793.97648999769,18437.83891354983,19195.446462746044,19802.51249138296,20224.538197575424,20742.252540723617,21395.386375518945,22307.67292655504,23478.991767022973,24486.9781291002,25356.91090204385,26003.71517495672,25718.27037296807,24467.99170304896,24752.90730888385,25430.567445403256,26158.800298873663,26641.094951816107,27405.730236248284,27729.584967225976,27660.94849732492,28009.32908410409,28315.0825944092,29416.752244610027,30847.994256707087,31774.37115930647,32482.9076702734,33315.58677040572,34250.0,34128.641907102545,34356.802094625935,34625.5336467752,35423.82782842484,36004.22989374643,36720.49047276632,38165.47735261598,39890.53757516586,41091.6368773432,43251.10375360272,44398.63878146871,44934.31674605356,45441.59928036256,47263.59672625452,49273.90235938695,51862.96477059079,54509.53965985744,56054.8838155727,55171.50070768471,57219.49831206226,58686.0,58750.93843338053,59120.06144481311,59775.53927219261,60070.86539299293,60647.64025932316
Chile,CHL,America,3379.0,3210.0,3609.0,3467.0,3386.0,3416.0,3604.0,3381.0,3647.0,3470.0,3668.0,3810.0,4020.0,4042.0,4485.0,4481.0,4806.0,4836.0,4071.0,3813.0,4600.0,4621.0,4602.0,3853.0,4248.0,3727.0,3814.0,4514.0,4779.0,4903.0,4702.0,4544.0,5609.0,5679.0,4876.0,3904.0,2950.0,3618.0,4269.0,4511.0,4584.0,5083.0,5070.0,5106.0,5177.0,5091.0,5161.0,5209.0,5209.0,5553.0,5918.0,5187.0,5939.0,5710.0,5880.0,6001.0,6252.0,6582.0,6237.0,6341.0,6285.0,6758.0,6958.0,6409.0,6781.0,6923.0,7071.0,7336.0,7320.0,7208.0,7844.0,7933.0,8053.0,8187.0,8195.0,8773.0,8520.0,7911.0,7857.0,6731.0,6868.0,7438.0,7936.0,8475.0,9024.0,9427.0,8016.0,7667.0,7992.0,8024.0,8325.0,8721.0,9199.0,10005.0,10203.0,10746.491564155878,11773.30070914546,12296.925646305868,12692.551132186198,13715.932995478925,14433.319774238738,15079.8311950225,15259.540847553471,14846.417528318423,15211.623295604437,15448.008813317989,15509.82477517235,15809.17776845465,16478.97278670518,17137.486041466447,17920.803131219684,18487.900735147177,18804.029363329544,18184.481377662123,18909.84727620532,19705.0,20690.79623024789,21171.061311926045,21337.759460089783,21574.0177869608,21715.713791676244
China,HKG,Asia,,,,,972.0,,,,,,,,,,,905.0,,985.0,,,,,,,,,,,,,,,,1003.0,1012.0,1015.0,1039.0,923.0,937.0,1007.0,1065.0,1034.0,1003.0,,,,,,,,,,,,799.0,950.0,1047.0,1157.0,1049.0,1119.0,1189.0,1195.0,1173.0,1117.0,1057.0,874.0,926.0,1034.0,1152.0,1253.0,1261.0,1237.0,1178.0,1264.0,1398.0,1446.0,1431.0,1513.0,1519.0,1594.0,1519.0,1583.0,1744.0,1859.0,1930.0,1962.0,2128.0,2227.0,2444.0,2619.0,2748.0,2931.0,3045.0,3022.0,2982.0,3051.315125153565,3227.744141541462,3506.48009477448,3730.164094416436,3999.729180990004,4219.644172416151,4310.828198416168,4309.847175568261,4466.736250214565,4730.354351202304,4995.144724820601,5343.112257824781,5649.4632391271925,6067.591161370288,6626.591821130525,7271.035651970811,7895.712892697418,8190.112094505943,8734.04062380443,9658.41859928433,10221.0,10946.83397149056,11731.294597488408,12515.198304795971,13325.431748191117,14138.954637273522
Ivory Coast,CIV,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.72,,,,,,,,,,,,,,,,,1659.0,1686.0,1714.0,1741.0,1769.0,1796.0,1824.0,1852.0,1879.0,1898.0,2002.0,2114.0,2128.0,2378.0,2691.0,2520.0,2595.0,2509.0,2758.0,2737.0,2882.0,2874.0,2887.0,2974.0,2931.0,2812.0,3017.0,3033.0,3202.0,3139.0,3253.0,3242.0,3131.0,2901.0,2703.0,2735.0,2718.0,2579.0,2444.0,2343.0,2083.0,2036.2988172831845,2011.5693546476864,1983.2335614586173,1951.5408073289057,2035.1681626694367,2179.0357131070136,2288.808633220925,2393.498952102205,2417.457545071268,2352.8563380719256,2342.8275486775547,2298.45658483479,2263.092566697592,2280.7880489612885,2312.8426340106744,2343.926939454152,2380.115394008976,2435.270518395371,2508.822125761332,2555.0162890729384,2444.0,2648.7743754976227,2821.876227550647,2995.150119095287,3182.1076827529632,3328.9795027085474
Cameroon,CMR,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,1095.0,1122.0,1148.0,1175.0,1202.0,1229.0,1256.0,1283.0,1310.0,1326.0,1321.0,1339.0,1366.0,1390.0,1393.0,1431.0,1443.0,1508.0,1551.0,1565.0,1578.0,1612.0,1599.0,1632.0,1677.0,1664.0,1706.0,1744.0,1785.0,1900.0,2153.0,2257.0,2345.0,2450.0,2585.0,2683.0,2471.0,2287.0,2021.0,1930.0,1833.3544517711448,1754.2467380350993,1677.140026149894,1615.5972736793544,1648.641558277831,1710.105975302545,1780.4966966802665,1847.218911845096,1902.2660063357869,1961.0878622527105,2028.54738427422,2084.9206379621032,2143.980043224328,2198.236020142642,2222.910853393813,2269.517951969696,2315.6068767610554,2352.799459989972,2370.130510015936,2420.132849614199,2494.0,2536.546816995786,2590.710065452772,2657.4030077562184,2718.305430542134,2758.0290075926746
Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,America,1109.0,1105.0,1098.0,1093.0,1089.0,1082.0,1078.0,1071.0,1066.0,1062.0,1070.0,1119.0,1160.0,1197.0,1242.0,1278.0,1317.0,1347.0,1372.0,1407.0,1452.0,1482.0,1535.0,1629.0,1707.0,1769.0,1851.0,1930.0,2000.0,2000.0,2136.0,2270.0,2375.0,2399.0,2350.0,2308.0,2409.0,2514.0,2432.0,2673.0,2780.0,2791.0,2938.0,3037.0,3021.0,2992.0,2920.0,2856.0,2970.0,3027.0,3215.0,3255.0,3268.0,3359.0,3432.0,3427.0,3529.0,3629.0,3759.0,3783.0,3811.0,3826.0,3798.0,3942.0,3980.0,4049.0,4135.0,4140.0,4264.0,4286.0,4383.0,4438.0,4581.0,4744.0,4932.0,5091.0,5348.0,5577.0,5767.0,5772.0,5918.0,6046.0,6443.0,6658.0,6786.0,6782.0,6698.0,6655.0,6741.0,6809.0,7071.0,7296.0,7442.0,7533.0,7693.0,7713.022025638145,7888.105490293178,8180.870530143386,8447.857240159066,8735.883323055887,8770.583203638625,8952.472967538566,8863.261374059754,8382.139863389892,8496.791861442363,8528.03353336023,8630.542429754663,8855.21744466881,9211.279112500377,9524.722706754064,10039.683117326103,10602.304878412586,10846.737686887882,10894.102287540152,11191.68640656952,11788.0,12129.80917304497,12633.481540068433,12981.56496608596,13237.290998867446,13367.445694441523
Comoros,COM,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0,553.0,559.0,571.0,590.0,596.0,606.0,615.0,618.0,639.0,679.0,671.0,714.0,846.0,888.0,870.0,937.0,952.0,928.0,918.0,961.0,974.0,966.0,1006.0,1004.0,1038.0,1009.0,966.0,964.0,1023.0,1065.0,1081.0,1124.0,1149.0,1168.0,1162.0,1157.0,1149.0,1152.0,1108.0,1092.0,1101.0035873777497,1185.5141209147469,1210.6352955664297,1136.7435364022251,1166.9368473129186,1141.6015868511531,1177.5825242030514,1179.8440566653692,1189.2566885002002,1204.4023923591456,1217.4992213772307,1229.855923579943,1240.051336707094,1247.274948374711,1265.686703682588,1388.0026343029183,1382.539089341962,1419.3670960848094,1455.282338335449,1432.5624208792208,1479.0,1509.0,1619.0,1647.0,1696.0,1705.7402718094625
Cape Verde,CPV,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.0,1019.0,1031.0,1044.0,1030.0,1034.0,1047.0,1012.0,1004.0,1087.0,1135.0,1173.0,1207.0,1237.0,1262.0,1286.0,1309.0,1328.0,1347.0,1366.0,1385.0,1435.0,1457.0,1470.0,1497.0,1237.0,1251.0,1176.0,1275.0,1301.0,1352.0,1447.0,1470.0,1588.0,1626.0,1742.0,1766.0,1817.0,1898.0,1980.0,1965.0,1988.3073291102712,2029.59604778453,2159.220165157935,2291.080280147303,2444.9031548626062,2594.099686128064,2777.4651143132346,2999.624524671349,3346.8799259861166,3583.586818637333,3799.032625670076,3998.261727569358,4185.489119143422,4368.054767360322,4659.396187372807,5140.870644234935,5597.850266870618,5985.106816776987,5926.506489104242,6033.7201639414325,6295.0,6273.0,6234.0,6262.0,6266.0,6461.350616883645
Costa Rica,CRI,America,,,,,,,,,,,,,,,,,,,,,,,,,2589.0,2475.0,2695.0,2434.0,2724.0,2654.0,2872.0,2608.0,2686.0,2522.0,2592.0,2511.0,2265.0,2646.0,2291.0,2434.0,2550.0,2872.0,2990.0,2976.0,2810.0,3097.0,2691.0,2644.0,2326.0,2573.0,2804.0,3245.0,3339.0,3384.0,3129.0,3110.0,3370.0,3751.0,3649.0,3921.0,3668.0,3835.0,4152.0,4141.0,4328.0,4340.0,4439.0,4653.0,4720.0,4983.0,5193.0,5338.0,5574.0,5773.0,5984.0,6199.0,6564.0,6884.0,7061.0,7007.0,7182.0,7602.0,7763.0,7905.0,7828.0,7461.0,6751.0,6743.0,7065.0,6918.0,7087.0,7221.0,7270.0,7489.0,7567.0,7552.362230313143,8038.767757585438,8363.482969201788,8479.568660683775,8576.422396551394,8446.781244562675,8683.948462750068,9053.851624503342,9183.895044964813,9319.766188847345,9451.615274232789,9591.553317847403,9831.249602339947,10086.783665353472,10308.374061873204,10880.476701230988,11584.67665985994,11935.157785616684,11638.001894427154,12031.570909467451,12366.0,12800.047524360542,12952.746484152802,13241.992080830492,13557.923026599548,13959.341886190665
Czech Republic,CZE,Europe,,,,,2756.0,,,,,,,,,,3174.0,,,3341.0,,,,,,,3081.0,3323.0,3198.0,3429.0,3751.0,4154.0,4105.0,4387.0,4745.0,4849.0,4664.0,4477.0,4272.0,4068.0,3894.0,3841.0,4143.0,4594.0,,,,,,,,,,,4922.0,5195.0,5581.0,5617.0,5735.0,5649.0,5821.0,6252.0,6551.0,6886.0,7348.0,7619.0,8142.0,8389.0,8454.0,8241.0,8563.0,8820.0,9151.0,9507.0,9919.0,10128.0,10307.0,10613.0,10932.0,11223.0,11545.0,11794.0,11893.0,12344.0,12411.0,12439.0,12723.0,12612.0,12824.0,12986.0,13260.0,13337.0,13560.0,13603.0,13882.0,13976.0,13570.0,11949.6328228259,11742.929170063038,11879.808529093503,12358.110958170912,13181.29157925007,13981.782808312792,14199.408214625422,14485.927828284492,14769.399758199044,15378.206427039782,15999.640381714526,16595.39877875658,17407.07385006951,18389.22767676436,19774.061178051128,21409.42761583616,23146.207496674164,24256.88322310405,23659.4751223026,24573.309484979825,25289.0,25211.404778609525,25237.068996737788,25808.53720840637,27144.948728160303,27732.625710087515
Cuba,CUB,America,,,,,,,1680.0,1758.0,1809.0,1887.0,1913.0,2069.0,1836.0,2069.0,2069.0,1887.0,1940.0,2120.0,2173.0,2146.0,2249.0,2275.0,2302.0,2378.0,2378.0,2302.0,2275.0,2249.0,2327.0,2560.0,2431.0,2405.0,2275.0,2507.0,2378.0,1758.0,1629.0,1551.0,1680.0,1809.0,1913.0,2042.0,2069.0,2042.0,2069.0,2198.0,2198.0,2069.0,2275.0,2275.0,2405.0,2560.0,2507.0,2482.0,2638.0,2664.0,2844.0,2611.0,2611.0,2638.0,2740.0,2922.0,2922.0,3006.0,2994.0,3068.0,2974.0,2958.0,3158.0,3088.0,3185.0,3489.0,3229.0,3137.0,2976.0,3161.0,3253.0,3486.0,3609.0,3733.0,3786.0,3913.0,4114.0,4183.0,4106.0,4420.0,4487.0,4705.0,5051.0,5120.0,5075.0,4887.0,4994.0,4991.0,4713.0,3982.26572455253,3399.964724510602,2657.465975694371,2683.098479807857,2860.7572707254844,3249.635317435773,3425.5617843578816,3415.5452394865824,3623.5953800357993,4009.3398762914,4231.323833386835,4369.040301048368,4506.675854070209,4561.016721751893,4713.7063043150765,5416.141191618224,5635.688254102669,6004.893861824534,6248.304392736064,6578.19058371151,6928.0,7138.0,7379.0,7628.0,7889.0,7928.049886767947
Cyprus,CYP,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885.0,2782.0,3017.0,3274.0,3287.0,3360.0,3688.0,3848.0,3660.0,3814.0,3496.0,3845.0,4211.0,4423.0,3971.0,4825.0,5083.0,5732.0,5947.0,6446.0,6590.0,7382.0,7809.0,7913.0,6503.0,5528.0,6652.0,7704.0,8257.0,9011.0,9451.0,9631.0,10131.0,10544.0,11330.0,11725.0,12121.0,12792.0,13748.0,14712.0,15560.0,15417.124367832934,16570.39730741184,16439.239293047358,17210.986459556367,18751.486548501765,18875.28856875637,19264.78779468688,20212.73897509997,21147.525071642056,22326.79804322436,23095.73595406818,23828.073148758296,24347.07540799384,25355.240184048194,26164.20955007925,27142.01758224129,28109.996129331383,28736.97452004266,27735.032918020177,27630.1039230086,27272.0,25933.49468340088,24281.8117914162,24114.58618055048,25081.50298693859,26607.55542168917
Slovakia,SVK,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8748.0,9177.0,9626.0,10026.0,10444.0,10954.0,11317.0,11634.0,12055.0,12164.0,12336.0,12306.0,12109.0,12301.0,12573.0,12855.0,13211.0,13514.0,13791.0,14027.0,14178.0,12724.540854498871,12810.43167060498,12974.197268474312,13517.581905253151,14550.104626676955,15386.320667717478,15494.316947697736,15657.425612746994,16102.507638253432,17056.159501864193,17868.567585214038,18431.027165920303,19344.090163967343,20555.035565163547,22128.580114997705,23888.163965408407,25382.80753138417,26186.045378781564,25093.862877004325,25922.39405056957,26725.0,26483.3804690022,26467.62843467866,27030.189743937062,28437.602968494743,29097.504379879432
Germany,DEU,Europe,4368.0,4423.0,4540.0,4631.0,4758.0,4576.0,4611.0,4795.0,4914.0,4948.0,5024.0,5172.0,5187.0,5220.0,5337.0,5432.0,5617.0,5815.0,4876.0,4621.0,4678.0,4705.0,4755.0,4122.0,4457.0,4906.0,5310.0,4383.0,5099.0,5630.0,5746.0,6282.0,6519.0,6457.0,6333.0,5821.0,5359.0,5668.0,6150.0,6567.0,7095.0,7468.0,7960.0,8617.0,8612.0,9103.0,9149.0,9389.0,9698.0,7195.0,3534.0,3883.0,4517.0,5231.0,6186.0,6704.0,7257.0,7818.0,8364.0,9240.0,9846.0,10348.0,10739.0,11440.0,12282.0,12675.0,13106.0,13367.0,14062.0,14642.0,14964.0,14979.0,15723.0,16641.0,17277.0,17657.0,18301.0,19074.0,19228.0,19193.0,20218.0,20837.0,21447.0,22305.0,22497.0,22553.0,22380.0,22840.0,23564.0,24133.0,24657.0,25027.0,25759.0,26393.0,25391.0,26769.960305853,27385.055559779423,27250.70055747773,28140.05587535537,28868.946166083264,29349.98283545577,30186.94444075555,31129.584397656625,32087.60395885084,33367.28380906572,34260.28763277704,34590.93016148603,34716.44054621595,35528.713472379015,36205.57498422705,38014.13685310267,39752.20673719779,40715.43417294671,38962.93870266321,41109.58181887546,43189.0,43288.31991990925,43359.13650623272,44132.75624401914,44405.1667158815,45030.46826166678
Djibouti,DJI,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459.0,3566.0,3585.0,3633.0,3743.0,3765.0,3810.0,3848.0,3840.0,3948.0,4087.0,4114.0,4057.0,4092.0,4055.0,4047.0,4063.0,4055.0,4028.0,4018.0,4774.0,4846.0,4787.0,4801.0,4414.0,4691.0,4878.0,4036.0,3419.0,3308.0,3167.0,3091.0,3043.0,2963.0,2944.0,2880.0,2743.0,2670.0,2652.0,2436.0,2308.0,2013.342686240684,2141.6341353721896,2290.784633549072,2175.36187332938,2262.4287151931067,2081.9954648378903,2080.513413466037,1974.5656764721496,1930.5077921269688,1880.9987505422423,1845.6990820171227,1824.455086500372,1945.665482683428,2097.1233787101582,2126.8051447305543,2342.219160584773,2396.018083066779,2463.444917893156,2521.50471546992,2543.873294997832,2590.0,2654.0,2724.0,2823.0,2941.0,3084.5424532242337
Dominica,DMA,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.0,1066.0,1121.0,1073.0,1098.0,1130.0,1203.0,1239.0,1261.0,1226.0,1245.0,1176.0,1333.0,1372.0,1419.0,1203.0,1323.0,1325.0,1288.0,1388.0,1492.0,1578.0,1674.0,1793.0,1894.0,1940.0,2066.0,2117.0,2365.0,1932.0,2219.0,2499.0,2592.0,2644.0,2802.0,2872.0,3107.0,3370.0,3687.0,3714.0,3939.0,4083.995970627621,4271.690132860365,4339.816953981444,4459.365266500701,4606.733655494353,4894.841879438699,5170.80795096273,5462.697093719311,5584.023848597831,5696.955223607937,5799.816229107313,5771.374838417473,6321.955684692586,6602.70000484951,6697.5345115596,7133.781255069998,7698.773584910761,8454.062653751644,8511.85813036361,8768.4774130931,8944.0,8823.0,9145.0,9507.0,9319.0,9567.251383368406
Denmark,DNK,Europe,4521.0,4564.0,4575.0,4705.0,4809.0,4948.0,5007.0,5244.0,5302.0,5333.0,5423.0,5557.0,5662.0,5807.0,5906.0,6148.0,6076.0,6236.0,6551.0,6022.0,6202.0,5765.0,5514.0,6153.0,6363.0,6099.0,6641.0,7267.0,7218.0,6978.0,7329.0,7425.0,7627.0,8089.0,8513.0,8542.0,8239.0,8434.0,8611.0,8735.0,8886.0,9035.0,9185.0,9553.0,8155.0,7291.0,7379.0,8097.0,8835.0,8075.0,9208.0,9620.0,9776.0,10351.0,11067.0,11056.0,11086.0,11623.0,11749.0,11788.0,11858.0,12696.0,12903.0,13767.0,14046.0,14843.0,15537.0,15513.0,16832.0,17459.0,17789.0,18230.0,18868.0,19974.0,20221.0,20617.0,21579.0,22228.0,21919.0,21712.0,23059.0,23360.0,23632.0,24409.0,24272.0,24063.0,24807.0,25450.0,26581.0,27710.0,28681.0,28728.0,29049.0,29108.0,29412.0,29915.44761677369,30573.57332150537,30649.53798738687,32359.29623614676,33356.14136557561,34325.4425056305,35499.063328550095,36361.22944713951,37523.42416941417,39021.177552135625,39425.86522315358,39709.369288746384,39983.14335353886,41178.562625217965,42264.63025038973,44025.4826886383,44481.46877196547,44246.39868820777,42090.17328831228,42932.39714496129,43575.0,43509.61238198567,43743.60932858168,44215.63376122426,44940.88767348832,46018.98340380225
Dominican Republic,DOM,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,1780.0,1868.0,1790.0,1833.0,1886.0,2008.0,2066.0,2104.0,2047.0,2075.0,1964.0,2222.0,2291.0,2365.0,2007.0,2206.0,2211.0,2150.0,2316.0,2488.0,2678.0,2928.0,3196.0,3295.0,3365.0,3504.0,3586.0,3583.0,3649.0,3781.0,3846.0,3826.0,3905.0,3830.0,3653.0,3682.0,3877.0,3821.0,4219.0,3939.0,3969.568673803786,4185.4059382209525,4490.016220777019,4597.150817602258,4851.628765525665,5198.566649164177,5616.889921651133,6012.692550266255,6419.781092878582,6788.0838992463005,6917.030381053836,7327.365957521444,7324.697348047655,7441.447629239874,8156.430953222604,9059.884425319084,9866.45803030943,10225.528842460606,10365.674874801924,11276.46081199416,11679.0,11854.365826170417,12290.1421456646,13011.521729436818,13765.118895315249,14530.099909490284
Algeria,DZA,Africa,,,,,,,,,,,,,,,,,,1854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.0,2147.0,2193.0,2182.0,2291.0,2303.0,2475.0,2699.0,2740.0,3178.0,3328.0,2868.0,2284.0,2818.0,2879.0,2981.0,2750.0,2907.0,3151.0,3355.0,3585.0,3188.0,3746.0,3757.0,3870.0,4020.0,4157.0,4398.0,4812.0,5088.0,5024.0,4991.0,5145.0,5243.0,5361.0,5469.0,5262.0,5088.0,4850.0,4889.0,4697.0,4708.231913419727,4850.223330744767,4816.923590117468,4856.985389312913,5142.384004376168,5451.634442085514,5638.480167133529,6069.777316724308,6421.508468348999,6834.553879767644,7218.24576822021,7814.838160308776,8590.177526274332,9182.294183891245,9969.62260937367,10385.77910832959,10974.742286661309,11475.002405825062,11907.021496636984,12587.744251355978,13204.0,13392.944701940112,13508.26444943762,13760.38379007982,14007.893506456534,14198.272761200373
